OrderID,CustomerID,RestaurantID,OrderDate,TotalAmount
O3566,C1237,R248,2025-06-06,90
O3774,C1522,R192,2025-06-06,730
O3925,C1029,R113,2025-06-06,460
O4193,C1655,R115,2025-06-06,260
O458,C550,R205,2025-06-07,130
O901,C1412,R145,2025-06-07,810
O2266,C1180,R181,2025-06-07,890
O2674,C1068,R113,2025-06-07,230
O2700,C1064,R123,2025-06-07,480
O3059,C637,R237,2025-06-07,440
O3514,C301,R212,2025-06-07,420
O3608,C1454,R208,2025-06-07,390
O3692,C1370,R134,2025-06-07,750
O3764,C827,R171,2025-06-07,490
O3962,C804,R108,2025-06-07,360
O4073,C813,R157,2025-06-07,1290
O589,C1055,R101,2025-06-08,200
O643,C488,R118,2025-06-08,340
O1460,C495,R214,2025-06-08,650
O1632,C1305,R176,2025-06-08,800
O1748,C432,R110,2025-06-08,740
O1834,C1421,R130,2025-06-08,810
O1966,C270,R141,2025-06-08,520
O2038,C984,R220,2025-06-08,620
O2331,C520,R231,2025-06-08,420
O2398,C1031,R115,2025-06-08,400
O2797,C836,R159,2025-06-08,530
O3149,C1501,R172,2025-06-08,1280
O3301,C982,R195,2025-06-08,170
O3625,C572,R144,2025-06-08,2150
O3826,C844,R155,2025-06-08,530
O3912,C465,R141,2025-06-08,570
O3951,C770,R240,2025-06-08,620
O4180,C1652,R219,2025-06-08,1300
O4392,C1405,R133,2025-06-08,560
O578,C996,R199,2025-06-09,830
O583,C730,R133,2025-06-09,550
O598,C1434,R207,2025-06-09,220
O707,C1264,R165,2025-06-09,160
O1190,C1162,R184,2025-06-09,250
O1344,C262,R213,2025-06-09,1050
O1660,C915,R223,2025-06-09,160
O1702,C1625,R248,2025-06-09,420
O1799,C1000,R215,2025-06-09,320
O2749,C687,R213,2025-06-09,330
O2933,C969,R169,2025-06-09,670
O3295,C322,R197,2025-06-09,320
O3967,C757,R176,2025-06-09,970
O3972,C864,R141,2025-06-09,340
O611,C729,R184,2025-06-10,1020
O671,C451,R168,2025-06-10,240
O1550,C686,R205,2025-06-10,720
O1618,C805,R223,2025-06-10,510
O2113,C1474,R156,2025-06-10,260
O2349,C449,R163,2025-06-10,250
O3079,C701,R212,2025-06-10,420
O3614,C201,R134,2025-06-10,640
O3792,C593,R106,2025-06-10,330
O1977,C593,R202,2025-06-11,990
O2517,C1199,R135,2025-06-11,870
O3200,C578,R134,2025-06-11,690
O3698,C961,R130,2025-06-11,800
O3850,C1530,R206,2025-06-11,1250
O4294,C743,R106,2025-06-11,160
O509,C1501,R241,2025-06-12,870
O874,C905,R144,2025-06-12,480
O1744,C1091,R216,2025-06-12,530
O1865,C286,R115,2025-06-12,400
O2394,C1506,R213,2025-06-12,80
O2438,C1523,R222,2025-06-12,380
O2529,C254,R152,2025-06-12,880
O3210,C473,R139,2025-06-12,770
O3475,C1268,R179,2025-06-12,790
O3882,C1327,R247,2025-06-12,170
O4049,C1675,R138,2025-06-12,880
O715,C913,R107,2025-06-13,1890
O1050,C268,R248,2025-06-13,90
O1441,C1421,R146,2025-06-13,480
O1939,C296,R214,2025-06-13,1310
O2601,C715,R137,2025-06-13,1070
O2865,C1178,R131,2025-06-13,200
O2918,C778,R124,2025-06-13,1420
O2929,C757,R208,2025-06-13,340
O4001,C496,R156,2025-06-13,550
O766,C1505,R248,2025-06-14,820
O1089,C496,R213,2025-06-14,600
O1906,C296,R125,2025-06-14,160
O1960,C556,R119,2025-06-14,130
O2304,C1130,R205,2025-06-14,980
O2476,C1368,R217,2025-06-14,280
O3325,C851,R203,2025-06-14,360
O3393,C1028,R137,2025-06-14,660
O886,C736,R231,2025-06-15,210
O1399,C1026,R244,2025-06-15,1540
O2120,C564,R195,2025-06-15,940
O2474,C1158,R183,2025-06-15,560
O2926,C1360,R137,2025-06-15,150
O2989,C1191,R134,2025-06-15,810
O3164,C1072,R241,2025-06-15,510
O3542,C318,R243,2025-06-15,1690
O4022,C1616,R137,2025-06-15,840
O4338,C1346,R236,2025-06-15,420
O576,C1388,R174,2025-06-16,890
O911,C1264,R177,2025-06-16,340
O992,C1222,R189,2025-06-16,530
O1905,C1271,R148,2025-06-16,1200
O2526,C851,R185,2025-06-16,990
O2703,C672,R215,2025-06-16,1280
O3195,C1455,R121,2025-06-16,220
O3546,C827,R245,2025-06-16,400
O3620,C1150,R203,2025-06-16,1140
O4090,C292,R243,2025-06-16,1320
O418,C888,R209,2025-06-17,930
O463,C1633,R224,2025-06-17,340
O873,C619,R118,2025-06-17,860
O2652,C1399,R126,2025-06-17,630
O2738,C761,R211,2025-06-17,970
O2773,C539,R231,2025-06-17,460
O4074,C730,R120,2025-06-17,660
O442,C1167,R234,2025-06-18,1010
O2018,C223,R225,2025-06-18,660
O3122,C690,R221,2025-06-18,950
O3168,C1114,R225,2025-06-18,1180
O3414,C661,R249,2025-06-18,1350
O3584,C959,R128,2025-06-18,690
O3679,C1499,R208,2025-06-18,560
O3996,C1314,R183,2025-06-18,890
O4088,C443,R105,2025-06-18,610
O4131,C1529,R114,2025-06-18,570
O847,C1313,R172,2025-06-19,620
O1030,C1453,R132,2025-06-19,180
O1390,C440,R241,2025-06-19,330
O1707,C1632,R249,2025-06-19,830
O1867,C1076,R134,2025-06-19,360
O2335,C296,R214,2025-06-19,850
O3346,C874,R221,2025-06-19,850
O3703,C1122,R245,2025-06-19,170
O4095,C687,R162,2025-06-19,860
O4373,C239,R195,2025-06-19,640
O577,C307,R188,2025-06-20,850
O919,C276,R249,2025-06-20,540
O1192,C614,R214,2025-06-20,1300
O1680,C1540,R115,2025-06-20,1070
O1782,C1686,R167,2025-06-20,160
O2084,C1121,R193,2025-06-20,960
O2603,C1076,R116,2025-06-20,130
O3031,C722,R184,2025-06-20,490
O636,C1114,R230,2025-06-21,1190
O865,C337,R103,2025-06-21,500
O1274,C1294,R196,2025-06-21,1410
O1418,C831,R249,2025-06-21,1270
O2023,C305,R197,2025-06-21,210
O2090,C444,R154,2025-06-21,440
O2459,C986,R156,2025-06-21,1310
O2525,C1028,R121,2025-06-21,960
O3128,C211,R231,2025-06-21,670
O3323,C949,R209,2025-06-21,580
O3843,C1659,R231,2025-06-21,390
O4210,C1669,R117,2025-06-21,580
O804,C1243,R192,2025-06-22,770
O2157,C520,R212,2025-06-22,760
O2996,C1282,R214,2025-06-22,860
O3135,C1678,R212,2025-06-22,340
O1138,C807,R233,2025-06-23,440
O2275,C653,R234,2025-06-23,1180
O2634,C1508,R103,2025-06-23,250
O3358,C640,R188,2025-06-23,570
O3621,C619,R150,2025-06-23,250
O4140,C399,R182,2025-06-23,280
O4214,C1696,R214,2025-06-23,480
O957,C516,R181,2025-06-24,840
O1595,C1361,R158,2025-06-24,720
O1701,C847,R233,2025-06-24,1000
O2231,C691,R214,2025-06-24,830
O2820,C1176,R173,2025-06-24,240
O2844,C599,R228,2025-06-24,250
O3702,C1241,R201,2025-06-24,690
O3799,C1413,R176,2025-06-24,530
O3801,C293,R168,2025-06-24,90
O905,C1698,R165,2025-06-25,480
O1854,C1480,R234,2025-06-25,880
O1896,C571,R189,2025-06-25,580
O2114,C578,R237,2025-06-25,370
O2544,C347,R203,2025-06-25,590
O2680,C1486,R205,2025-06-25,200
O3291,C1533,R217,2025-06-25,420
O3883,C894,R159,2025-06-25,1120
O4188,C237,R147,2025-06-25,540
O4374,C1413,R231,2025-06-25,1050
O996,C345,R111,2025-06-26,460
O1592,C543,R213,2025-06-26,80
O2775,C772,R139,2025-06-26,620
O2912,C1150,R189,2025-06-26,540
O3604,C1408,R126,2025-06-26,1280
O4379,C763,R184,2025-06-26,690
O594,C1242,R108,2025-06-27,600
O1051,C584,R199,2025-06-27,670
O1836,C1145,R220,2025-06-27,600
O2554,C209,R186,2025-06-27,950
O2888,C932,R219,2025-06-27,250
O2964,C262,R206,2025-06-27,360
O3026,C1142,R117,2025-06-27,1250
O3870,C757,R220,2025-06-27,240
O493,C688,R221,2025-06-28,940
O929,C951,R155,2025-06-28,480
O1691,C1035,R219,2025-06-28,1060
O1779,C1629,R152,2025-06-28,980
O1837,C1269,R171,2025-06-28,380
O2069,C251,R223,2025-06-28,210
O3238,C567,R199,2025-06-28,380
O3557,C518,R142,2025-06-28,280
O3562,C731,R247,2025-06-28,350
O3651,C1498,R239,2025-06-28,230
O3923,C1617,R220,2025-06-28,700
O4148,C761,R229,2025-06-28,1300
O4399,C336,R116,2025-06-28,750
O416,C885,R112,2025-06-29,850
O663,C619,R231,2025-06-29,510
O786,C1161,R185,2025-06-29,1340
O1011,C510,R204,2025-06-29,570
O1015,C1272,R141,2025-06-29,350
O1224,C866,R216,2025-06-29,440
O1789,C1541,R211,2025-06-29,970
O2198,C629,R229,2025-06-29,880
O2416,C341,R239,2025-06-29,470
O2673,C626,R113,2025-06-29,420
O2854,C1213,R204,2025-06-29,520
O1100,C385,R154,2025-06-30,830
O2172,C1556,R238,2025-06-30,90
O2768,C207,R105,2025-06-30,370
O3832,C265,R215,2025-06-30,1100
O3929,C490,R233,2025-06-30,360
O3933,C545,R129,2025-06-30,670
O1590,C232,R152,2025-07-01,920
O1623,C824,R211,2025-07-01,1050
O1920,C551,R247,2025-07-01,180
O2111,C207,R154,2025-07-01,600
O2197,C907,R244,2025-07-01,1040
O2556,C1299,R183,2025-07-01,200
O2858,C1123,R175,2025-07-01,310
O3003,C451,R240,2025-07-01,1260
O3426,C1251,R159,2025-07-01,730
O3572,C498,R222,2025-07-01,390
O3864,C418,R113,2025-07-01,120
O4134,C614,R161,2025-07-01,250
O4265,C659,R160,2025-07-01,850
O4344,C1621,R163,2025-07-01,600
O706,C1037,R190,2025-07-02,100
O961,C636,R203,2025-07-02,210
O1580,C394,R132,2025-07-02,690
O1772,C1227,R156,2025-07-02,470
O2770,C845,R204,2025-07-02,230
O2803,C729,R102,2025-07-02,350
O3908,C445,R250,2025-07-02,320
O4000,C1321,R222,2025-07-02,980
O4026,C1413,R246,2025-07-02,1000
O4277,C338,R139,2025-07-02,480
O750,C1549,R150,2025-07-03,250
O976,C1697,R236,2025-07-03,160
O1317,C555,R200,2025-07-03,910
O3831,C970,R150,2025-07-03,540
O4167,C1691,R107,2025-07-03,480
O4328,C453,R242,2025-07-03,1560
O934,C561,R119,2025-07-04,580
O1327,C1339,R186,2025-07-04,530
O1815,C1550,R183,2025-07-04,330
O2644,C586,R180,2025-07-04,340
O2771,C1384,R198,2025-07-04,940
O3217,C245,R181,2025-07-04,1240
O3372,C335,R237,2025-07-04,610
O3515,C585,R132,2025-07-04,390
O3590,C1163,R199,2025-07-04,190
O3922,C359,R159,2025-07-04,360
O897,C656,R150,2025-07-05,610
O1610,C877,R165,2025-07-05,450
O2015,C554,R248,2025-07-05,800
O3119,C1561,R156,2025-07-05,2020
O3753,C403,R177,2025-07-05,880
O3762,C278,R206,2025-07-05,890
O755,C587,R169,2025-07-06,450
O966,C384,R222,2025-07-06,600
O1216,C636,R112,2025-07-06,210
O1451,C1251,R114,2025-07-06,760
O1759,C984,R172,2025-07-06,440
O3842,C475,R184,2025-07-06,980
O3876,C341,R154,2025-07-06,1030
O3914,C959,R196,2025-07-06,1520
O4274,C1312,R189,2025-07-06,380
O511,C924,R179,2025-07-07,350
O903,C1661,R136,2025-07-07,370
O2248,C979,R146,2025-07-07,450
O2744,C1293,R235,2025-07-07,360
O3219,C772,R228,2025-07-07,390
O3352,C679,R118,2025-07-07,760
O4284,C757,R116,2025-07-07,280
O4389,C1555,R196,2025-07-07,1070
O768,C491,R173,2025-07-08,360
O933,C483,R159,2025-07-08,100
O1066,C537,R233,2025-07-08,260
O1919,C1592,R188,2025-07-08,1110
O1995,C1665,R112,2025-07-08,1430
O3330,C1454,R144,2025-07-08,1290
O3494,C450,R160,2025-07-08,850
O3532,C403,R113,2025-07-08,400
O3537,C834,R156,2025-07-08,840
O3606,C465,R238,2025-07-08,240
O4152,C201,R213,2025-07-08,820
O4160,C1109,R120,2025-07-08,980
O4220,C983,R239,2025-07-08,760
O690,C211,R121,2025-07-09,560
O1583,C992,R179,2025-07-09,470
O1764,C799,R250,2025-07-09,320
O1773,C758,R247,2025-07-09,580
O3167,C220,R160,2025-07-09,1330
O3432,C229,R149,2025-07-09,240
O3804,C580,R139,2025-07-09,700
O720,C634,R150,2025-07-10,540
O899,C652,R130,2025-07-10,820
O1933,C936,R236,2025-07-10,960
O2234,C1365,R112,2025-07-10,310
O2766,C678,R240,2025-07-10,1460
O3153,C371,R236,2025-07-10,440
O3425,C294,R182,2025-07-10,440
O3827,C256,R103,2025-07-10,620
O4314,C523,R112,2025-07-10,220
O693,C853,R148,2025-07-11,1120
O1097,C1163,R127,2025-07-11,130
O1101,C264,R163,2025-07-11,500
O1157,C203,R234,2025-07-11,1420
O1972,C832,R239,2025-07-11,380
O3213,C1528,R162,2025-07-11,1120
O3881,C318,R118,2025-07-11,880
O4183,C1692,R160,2025-07-11,510
O749,C556,R175,2025-07-12,460
O1014,C1148,R173,2025-07-12,1030
O1381,C948,R122,2025-07-12,430
O1392,C583,R236,2025-07-12,660
O2954,C1666,R110,2025-07-12,530
O3760,C1326,R219,2025-07-12,220
O4057,C273,R220,2025-07-12,560
O401,C465,R118,2025-07-13,280
O1078,C1191,R221,2025-07-13,330
O1103,C1661,R150,2025-07-13,480
O1606,C583,R181,2025-07-13,550
O2552,C881,R248,2025-07-13,620
O3375,C1212,R150,2025-07-13,770
O3476,C543,R148,2025-07-13,700
O3643,C1259,R178,2025-07-13,490
O3899,C478,R138,2025-07-13,550
O4336,C1291,R147,2025-07-13,610
O405,C595,R249,2025-07-14,520
O1976,C585,R232,2025-07-14,200
O2022,C1281,R244,2025-07-14,1220
O2067,C665,R197,2025-07-14,340
O2311,C1601,R224,2025-07-14,260
O2355,C1483,R244,2025-07-14,360
O2510,C965,R214,2025-07-14,1640
O2874,C1280,R203,2025-07-14,300
O2983,C1031,R213,2025-07-14,280
O3157,C1205,R153,2025-07-14,790
O3499,C926,R198,2025-07-14,720
O3637,C393,R219,2025-07-14,1200
O4256,C1283,R218,2025-07-14,630
O4324,C994,R130,2025-07-14,540
O649,C299,R116,2025-07-15,380
O883,C292,R124,2025-07-15,1110
O1949,C1405,R145,2025-07-15,1140
O2430,C1310,R250,2025-07-15,320
O2539,C347,R239,2025-07-15,1070
O2698,C293,R152,2025-07-15,150
O2973,C359,R147,2025-07-15,330
O3289,C1621,R233,2025-07-15,210
O3391,C749,R180,2025-07-15,790
O1302,C1281,R141,2025-07-16,330
O2140,C1587,R144,2025-07-16,620
O2682,C367,R189,2025-07-16,650
O3594,C1469,R173,2025-07-16,1020
O3611,C1449,R113,2025-07-16,340
O3821,C1336,R132,2025-07-16,430
O4174,C1312,R217,2025-07-16,930
O760,C919,R106,2025-07-17,250
O986,C807,R225,2025-07-17,740
O1569,C306,R101,2025-07-17,630
O1793,C391,R165,2025-07-17,1250
O1940,C809,R158,2025-07-17,510
O2139,C1399,R227,2025-07-17,240
O3154,C383,R189,2025-07-17,760
O3598,C294,R244,2025-07-17,540
O4304,C1474,R104,2025-07-17,200
O669,C227,R138,2025-07-18,740
O921,C776,R108,2025-07-18,330
O1323,C1675,R233,2025-07-18,760
O1597,C509,R182,2025-07-18,320
O1887,C749,R148,2025-07-18,1530
O3101,C357,R132,2025-07-18,180
O3158,C801,R152,2025-07-18,350
O3512,C1652,R101,2025-07-18,860
O3540,C441,R181,2025-07-18,1030
O3587,C473,R206,2025-07-18,560
O4228,C1010,R230,2025-07-18,1270
O746,C1432,R202,2025-07-19,700
O1010,C1237,R240,2025-07-19,910
O1060,C1685,R138,2025-07-19,590
O1415,C729,R237,2025-07-19,510
O2431,C1482,R202,2025-07-19,700
O2446,C241,R175,2025-07-19,420
O2593,C413,R148,2025-07-19,340
O3134,C1221,R193,2025-07-19,930
O3230,C547,R167,2025-07-19,280
O3458,C1434,R214,2025-07-19,1450
O3525,C1442,R115,2025-07-19,740
O3624,C477,R218,2025-07-19,1030
O1794,C492,R161,2025-07-20,780
O1832,C1491,R230,2025-07-20,410
O2421,C1346,R172,2025-07-20,1680
O2661,C243,R222,2025-07-20,180
O3144,C545,R222,2025-07-20,360
O3361,C1169,R105,2025-07-20,1170
O3400,C1116,R136,2025-07-20,220
O3470,C1655,R113,2025-07-20,480
O1214,C1108,R168,2025-07-21,680
O1688,C503,R155,2025-07-21,460
O2192,C637,R170,2025-07-21,1360
O2439,C1165,R234,2025-07-21,580
O2611,C1578,R110,2025-07-21,690
O3347,C785,R239,2025-07-21,930
O3396,C1362,R224,2025-07-21,830
O3823,C539,R138,2025-07-21,240
O4208,C485,R150,2025-07-21,770
O478,C1442,R130,2025-07-22,830
O1136,C976,R242,2025-07-22,1910
O1378,C756,R217,2025-07-22,730
O1608,C1365,R132,2025-07-22,370
O1620,C268,R246,2025-07-22,810
O1639,C307,R190,2025-07-22,340
O3260,C1124,R114,2025-07-22,620
O3382,C1215,R122,2025-07-22,160
O3405,C302,R101,2025-07-22,1040
O524,C1486,R250,2025-07-23,880
O733,C602,R161,2025-07-23,550
O852,C1183,R201,2025-07-23,230
O963,C218,R163,2025-07-23,920
O1712,C1580,R161,2025-07-23,620
O2056,C907,R107,2025-07-23,970
O2161,C1568,R204,2025-07-23,280
O2301,C498,R216,2025-07-23,550
O2697,C1675,R179,2025-07-23,390
O3017,C210,R231,2025-07-23,300
O3198,C1055,R127,2025-07-23,720
O3965,C671,R143,2025-07-23,770
O4264,C523,R159,2025-07-23,1170
O545,C1450,R157,2025-07-24,640
O1262,C692,R154,2025-07-24,790
O1803,C773,R177,2025-07-24,160
O2229,C227,R108,2025-07-24,500
O2629,C672,R232,2025-07-24,440
O2747,C1050,R166,2025-07-24,280
O2752,C634,R186,2025-07-24,980
O2956,C1308,R224,2025-07-24,500
O3183,C1126,R110,2025-07-24,590
O3232,C1511,R173,2025-07-24,910
O3297,C455,R186,2025-07-24,520
O3486,C1528,R170,2025-07-24,960
O3556,C501,R178,2025-07-24,150
O3837,C726,R149,2025-07-24,770
O4218,C1089,R237,2025-07-24,360
O880,C963,R232,2025-07-25,540
O1127,C1067,R134,2025-07-25,1290
O1141,C1140,R214,2025-07-25,650
O1167,C594,R178,2025-07-25,260
O1544,C1479,R159,2025-07-25,190
O1751,C1244,R212,2025-07-25,540
O2817,C731,R171,2025-07-25,300
O3018,C799,R212,2025-07-25,1300
O3029,C218,R130,2025-07-25,680
O3067,C527,R122,2025-07-25,250
O3340,C502,R162,2025-07-25,910
O3684,C568,R146,2025-07-25,780
O3942,C521,R140,2025-07-25,590
O521,C927,R109,2025-07-26,400
O617,C1541,R198,2025-07-26,780
O818,C1536,R151,2025-07-26,170
O948,C1671,R161,2025-07-26,370
O1599,C1495,R162,2025-07-26,470
O1630,C556,R204,2025-07-26,1220
O1993,C222,R185,2025-07-26,380
O2354,C775,R205,2025-07-26,360
O2501,C1370,R242,2025-07-26,950
O2714,C803,R163,2025-07-26,670
O3551,C1168,R203,2025-07-26,290
O3803,C1529,R119,2025-07-26,480
O4079,C937,R180,2025-07-26,1340
O851,C1499,R160,2025-07-27,1610
O1204,C209,R156,2025-07-27,520
O1710,C1483,R247,2025-07-27,130
O2055,C1473,R236,2025-07-27,720
O2159,C238,R212,2025-07-27,960
O2774,C1245,R125,2025-07-27,310
O3269,C517,R158,2025-07-27,580
O3670,C1062,R223,2025-07-27,140
O4083,C1292,R135,2025-07-27,2210
O4153,C1022,R201,2025-07-27,540
O745,C1266,R101,2025-07-28,890
O1316,C1420,R113,2025-07-28,250
O1666,C1318,R236,2025-07-28,160
O2131,C1364,R194,2025-07-28,370
O2670,C1497,R234,2025-07-28,250
O2758,C857,R123,2025-07-28,410
O2824,C904,R188,2025-07-28,690
O3228,C1096,R239,2025-07-28,130
O3440,C794,R101,2025-07-28,1180
O3652,C1533,R209,2025-07-28,1540
O3805,C1299,R122,2025-07-28,560
O4202,C226,R201,2025-07-28,540
O4240,C700,R152,2025-07-28,810
O4391,C1555,R246,2025-07-28,910
O1997,C809,R195,2025-07-29,650
O2076,C791,R103,2025-07-29,920
O2491,C602,R205,2025-07-29,600
O2710,C915,R204,2025-07-29,660
O2716,C418,R183,2025-07-29,220
O2750,C427,R131,2025-07-29,1720
O3004,C1315,R225,2025-07-29,390
O3478,C534,R134,2025-07-29,230
O3723,C642,R182,2025-07-29,540
O3931,C1455,R208,2025-07-29,1590
O4120,C1341,R129,2025-07-29,910
O4303,C1102,R217,2025-07-29,600
O672,C882,R194,2025-07-30,510
O1340,C868,R104,2025-07-30,270
O1721,C310,R225,2025-07-30,740
O2715,C838,R233,2025-07-30,550
O3645,C859,R233,2025-07-30,540
O3807,C1594,R201,2025-07-30,160
O3848,C469,R128,2025-07-30,320
O565,C891,R127,2025-07-31,700
O1646,C379,R104,2025-07-31,270
O2813,C1547,R137,2025-07-31,620
O2826,C602,R248,2025-07-31,1150
O4238,C1115,R121,2025-07-31,1230
O4307,C1001,R217,2025-07-31,490
O4308,C819,R182,2025-07-31,280
O465,C1222,R182,2025-08-01,280
O566,C1596,R163,2025-08-01,800
O780,C314,R123,2025-08-01,990
O1122,C936,R165,2025-08-01,390
O1285,C1681,R180,2025-08-01,860
O1287,C1620,R101,2025-08-01,530
O1361,C1632,R223,2025-08-01,320
O1401,C1142,R188,2025-08-01,1200
O1684,C573,R156,2025-08-01,790
O1726,C435,R107,2025-08-01,1120
O2045,C486,R155,2025-08-01,530
O2385,C356,R219,2025-08-01,690
O2729,C1155,R129,2025-08-01,1020
O2789,C1263,R139,2025-08-01,810
O2850,C1397,R217,2025-08-01,420
O3155,C509,R240,2025-08-01,1180
O3573,C775,R236,2025-08-01,550
O952,C734,R228,2025-08-02,860
O953,C600,R233,2025-08-02,350
O1094,C646,R116,2025-08-02,760
O1255,C543,R236,2025-08-02,980
O2177,C1105,R110,2025-08-02,790
O2609,C215,R179,2025-08-02,90
O3142,C906,R153,2025-08-02,250
O3193,C1532,R242,2025-08-02,460
O3266,C551,R250,2025-08-02,840
O3305,C1272,R146,2025-08-02,280
O3334,C1182,R163,2025-08-02,800
O3447,C1067,R188,2025-08-02,310
O4273,C269,R229,2025-08-02,790
O797,C1533,R228,2025-08-03,540
O1125,C1372,R129,2025-08-03,300
O1821,C922,R150,2025-08-03,340
O2168,C584,R163,2025-08-03,550
O2406,C1399,R126,2025-08-03,110
O2681,C494,R186,2025-08-03,430
O3118,C276,R146,2025-08-03,360
O3203,C1059,R211,2025-08-03,250
O3617,C633,R236,2025-08-03,880
O3800,C552,R206,2025-08-03,230
O3954,C1450,R201,2025-08-03,870
O409,C744,R236,2025-08-04,930
O1389,C662,R209,2025-08-04,720
O1602,C858,R141,2025-08-04,810
O1855,C1502,R110,2025-08-04,740
O2185,C232,R245,2025-08-04,110
O3172,C1527,R154,2025-08-04,600
O3469,C707,R131,2025-08-04,980
O1667,C213,R102,2025-08-05,380
O1804,C1203,R109,2025-08-05,720
O1856,C398,R175,2025-08-05,1050
O1971,C1389,R176,2025-08-05,990
O2530,C278,R110,2025-08-05,570
O2805,C435,R240,2025-08-05,630
O3293,C1613,R167,2025-08-05,400
O3373,C1029,R218,2025-08-05,520
O3761,C921,R165,2025-08-05,450
O410,C1463,R114,2025-08-06,1250
O978,C1101,R159,2025-08-06,630
O1576,C637,R109,2025-08-06,940
O2853,C1078,R188,2025-08-06,920
O3322,C829,R194,2025-08-06,410
O3976,C1326,R113,2025-08-06,670
O4016,C300,R113,2025-08-06,170
O4290,C335,R181,2025-08-06,1190
O629,C1587,R243,2025-08-07,200
O660,C1421,R180,2025-08-07,1850
O734,C278,R154,2025-08-07,1090
O1081,C1243,R172,2025-08-07,200
O1637,C373,R165,2025-08-07,810
O1953,C1389,R107,2025-08-07,1390
O2838,C238,R169,2025-08-07,300
O3040,C950,R218,2025-08-07,620
O3531,C1230,R216,2025-08-07,930
O3581,C445,R173,2025-08-07,1240
O4047,C1671,R232,2025-08-07,540
O501,C667,R201,2025-08-08,1060
O604,C1295,R211,2025-08-08,830
O945,C700,R134,2025-08-08,520
O1878,C1220,R111,2025-08-08,600
O2309,C1031,R105,2025-08-08,980
O2830,C797,R237,2025-08-08,490
O3055,C1631,R153,2025-08-08,630
O3280,C353,R196,2025-08-08,120
O3380,C618,R232,2025-08-08,220
O892,C1165,R199,2025-08-09,570
O969,C719,R103,2025-08-09,360
O1398,C896,R148,2025-08-09,840
O3187,C971,R126,2025-08-09,400
O3377,C418,R235,2025-08-09,540
O3999,C1065,R107,2025-08-09,680
O1433,C1629,R134,2025-08-10,840
O1818,C318,R174,2025-08-10,560
O1857,C1019,R215,2025-08-10,530
O1961,C1580,R116,2025-08-10,280
O2091,C524,R248,2025-08-10,620
O2128,C974,R246,2025-08-10,370
O2179,C319,R227,2025-08-10,880
O2588,C229,R142,2025-08-10,440
O3037,C688,R176,2025-08-10,570
O3332,C1147,R115,2025-08-10,400
O548,C1675,R217,2025-08-11,960
O1126,C1174,R119,2025-08-11,420
O1700,C962,R246,2025-08-11,1090
O2288,C1211,R189,2025-08-11,110
O2428,C810,R156,2025-08-11,600
O2945,C254,R206,2025-08-11,500
O3367,C1162,R219,2025-08-11,1040
O4368,C505,R219,2025-08-11,320
O1301,C624,R234,2025-08-12,250
O1770,C679,R210,2025-08-12,370
O2122,C1527,R125,2025-08-12,370
O2136,C1177,R212,2025-08-12,760
O4033,C247,R137,2025-08-12,710
O4212,C1644,R135,2025-08-12,830
O4331,C693,R235,2025-08-12,790
O4362,C585,R155,2025-08-12,410
O795,C938,R110,2025-08-13,360
O1070,C557,R198,2025-08-13,590
O1226,C1226,R104,2025-08-13,370
O1336,C1288,R137,2025-08-13,400
O2195,C680,R242,2025-08-13,1180
O2576,C1035,R135,2025-08-13,440
O2720,C808,R162,2025-08-13,1110
O3356,C720,R231,2025-08-13,370
O3862,C715,R189,2025-08-13,110
O3968,C1234,R241,2025-08-13,720
O1621,C726,R194,2025-08-14,320
O1641,C1646,R137,2025-08-14,550
O2585,C1291,R118,2025-08-14,960
O3099,C722,R106,2025-08-14,710
O3248,C429,R195,2025-08-14,1280
O3713,C1121,R230,2025-08-14,1280
O460,C625,R127,2025-08-15,410
O1369,C845,R201,2025-08-15,460
O1737,C1501,R192,2025-08-15,530
O2303,C332,R216,2025-08-15,910
O2553,C359,R196,2025-08-15,120
O3035,C1584,R209,2025-08-15,1300
O3920,C504,R186,2025-08-15,1260
O452,C768,R231,2025-08-16,560
O1297,C1624,R133,2025-08-16,230
O1372,C312,R211,2025-08-16,1240
O1904,C518,R157,2025-08-16,680
O2343,C1485,R191,2025-08-16,940
O2618,C1003,R172,2025-08-16,240
O2777,C1124,R119,2025-08-16,580
O3178,C202,R204,2025-08-16,140
O3595,C312,R157,2025-08-16,830
O3838,C863,R161,2025-08-16,350
O3875,C1236,R121,2025-08-16,1030
O4119,C397,R109,2025-08-16,730
O587,C412,R173,2025-08-17,400
O1437,C545,R221,2025-08-17,700
O1463,C201,R127,2025-08-17,470
O1917,C739,R197,2025-08-17,390
O2638,C889,R207,2025-08-17,380
O3202,C321,R172,2025-08-17,220
O3978,C1063,R107,2025-08-17,580
O3979,C446,R179,2025-08-17,690
O4276,C1173,R198,2025-08-17,850
O718,C1282,R112,2025-08-18,700
O801,C1129,R179,2025-08-18,340
O2535,C303,R126,2025-08-18,610
O3006,C1678,R175,2025-08-18,100
O3076,C315,R129,2025-08-18,680
O3497,C1258,R189,2025-08-18,1080
O4053,C1235,R250,2025-08-18,640
O1013,C1448,R211,2025-08-19,720
O1023,C815,R132,2025-08-19,300
O1049,C781,R233,2025-08-19,800
O1079,C821,R219,2025-08-19,1090
O1360,C454,R189,2025-08-19,420
O2272,C731,R221,2025-08-19,170
O3016,C551,R227,2025-08-19,580
O3626,C655,R122,2025-08-19,640
